id,user_id,restaurant_id,total_rating,food_rating,service_rating,ambience_rating
132,43665,16509,3,2,2,5
133,39743,19801,3,3,2,4
134,16154,20862,4,5,3,4
135,37572,9519,3,4,5,2
136,7794,36353,3,3,4,3
137,5176,6141,3,1,4,4
138,20871,8678,2,1,4,1
139,17104,16428,1,1,2,1
140,9069,26018,3,1,5,4
141,16205,39704,2,5,2,1
142,49960,38987,3,3,3,5
143,34603,21419,2,1,4,2
144,32652,30828,2,2,1,5
145,34106,30001,3,5,3,1
146,40395,33157,1,1,3,1
147,46147,8530,2,1,4,3
148,3284,21646,2,1,1,5
149,8596,27877,3,2,2,5
150,7543,26400,4,4,4,5
151,47087,37403,3,5,2,3
152,39738,9414,3,4,3,4
153,33590,24343,2,2,4,2
154,45763,21662,2,3,2,1
155,8709,14557,3,4,3,4
156,9802,29617,4,3,5,4
157,7120,12731,1,2,2,1
158,27869,6635,3,5,4,2
159,33871,20901,2,2,3,1
160,13336,1954,3,2,4,3
161,46239,9195,2,2,1,5
162,37776,22165,3,4,4,1
163,7068,23338,3,4,5,2
164,34788,39124,2,1,2,4
165,22725,29819,4,4,5,4
166,44266,37234,2,1,2,3
167,19987,5189,2,1,3,2
168,48105,29705,3,5,1,5
169,34937,22085,3,1,4,4
170,45602,11410,2,4,1,1
171,26114,3958,3,1,5,4
172,42307,27209,3,3,4,3
173,15289,21255,3,3,5,2
174,12067,40083,3,5,1,5
175,30240,6599,1,2,1,1
176,39689,30610,2,1,2,5
177,26199,4268,2,5,1,1
178,20126,4760,3,5,2,3
179,48776,7927,2,4,2,1
180,44342,980,2,2,3,2
181,11219,11220,4,4,3,5
182,21935,8083,3,5,2,4
183,45494,8898,3,5,4,2
184,32963,35084,3,5,4,2
185,38633,28726,4,5,4,5
186,8439,39825,1,1,1,3
187,29488,8387,3,3,3,5
188,33150,39418,3,4,2,5
189,39115,24004,3,3,5,1
190,19731,24204,3,2,5,3
191,31932,15948,2,3,1,3
192,26751,33638,4,2,5,5
193,5367,12237,2,2,3,3
194,44042,16977,1,2,1,2
195,41537,38802,3,3,4,4
196,14990,17181,3,1,5,5
197,32749,19909,2,2,2,3
198,35206,29808,2,4,2,1
199,40546,24242,4,5,3,4
200,4953,31567,3,2,3,4
201,38198,40167,4,5,4,5
202,1213,4769,3,4,2,4
203,27157,3300,4,4,5,3
204,21950,17066,2,2,3,3
205,25209,36081,3,4,5,2
206,4048,2301,3,3,5,2
207,21328,2885,2,5,2,1
208,27702,39528,3,4,2,5
209,18768,12503,3,2,4,5
210,2035,15125,4,5,4,5
211,23775,4994,4,5,3,5
212,41397,22537,2,1,3,4
213,45613,38576,2,4,2,2
214,14188,24028,2,2,1,4
215,47992,36841,4,3,4,5
216,28006,7231,3,5,3,1
217,197,29605,3,5,3,2
218,3191,19350,2,3,3,2
219,2261,27983,2,2,2,4
220,16694,37775,4,4,5,3
221,18541,5008,3,2,4,4
222,27136,25675,2,2,2,4
223,341,35691,2,4,1,2
224,15987,31078,2,3,3,2
225,22824,25405,2,1,3,3
226,38630,15964,2,3,4,1
227,5213,11131,3,4,4,3
228,40444,18000,3,2,5,2
229,18876,35723,3,1,5,4
230,26409,16663,2,1,2,4
231,31649,36830,2,3,1,2
232,5860,1840,3,5,2,2
233,20109,19574,2,2,1,5
234,13189,11871,4,5,5,3
235,28734,11003,1,1,2,2
236,40216,29568,2,4,1,3
237,20368,35313,3,5,4,1
238,36472,22487,3,5,3,2
239,46921,10070,3,1,5,5
240,25726,10588,3,5,1,5
241,45338,1544,4,3,5,4
242,41047,29525,1,1,2,2
243,34351,31798,4,3,4,5
244,37848,28154,2,5,1,1
245,33846,15316,1,1,1,1
246,7125,12843,1,1,2,1
247,21401,3334,2,3,2,3
248,18686,23057,2,4,2,2
249,26540,32031,3,4,3,4
250,6407,29610,4,5,4,3
251,27364,28161,3,5,2,2
252,32487,15922,3,4,3,3
253,17171,32794,3,4,2,5
254,43923,16709,3,2,4,3
255,37280,18451,3,2,4,5
256,21461,33820,2,3,3,2
257,17843,22248,2,4,2,1
258,1011,754,2,3,3,1
259,13668,38072,2,2,5,1
260,966,9440,2,2,1,5
261,16739,26367,2,3,1,3
262,7891,18554,3,5,3,3
263,49855,900,2,1,3,2
264,11291,19047,3,3,4,3
265,4931,24983,4,3,4,5
266,42116,24633,3,4,3,2
267,35315,16425,3,5,3,2
268,19601,25812,3,3,2,4
269,30022,11098,2,1,1,4
270,19557,32554,2,4,1,3
271,35513,37236,3,5,1,4
272,24841,7228,2,4,1,2
273,10657,29065,3,4,4,1
274,48191,21082,2,3,3,1
275,44694,14508,1,1,3,1
276,33703,10536,4,3,5,4
277,23122,30582,2,3,3,1
278,27319,30443,2,1,2,3
279,20653,28079,3,4,3,4
280,18521,36673,3,4,1,4
281,22350,13593,2,2,1,4
282,14023,36779,2,1,1,5
283,15848,3510,2,1,2,4
284,8909,27894,3,2,5,3
285,17032,26219,2,1,5,1
286,37725,9325,3,1,4,5
287,28482,22615,2,3,3,1
288,10603,22423,2,3,2,3
289,28966,16542,2,1,3,4
290,850,30326,4,5,5,3
291,23814,18621,3,2,4,3
292,14617,6832,3,2,5,3
293,46381,32194,3,5,1,5
294,3908,14309,3,2,5,2
295,29725,19834,3,2,5,4
296,25129,24582,4,5,5,2
297,601,14356,2,3,2,3
298,28868,11883,2,1,3,2
299,28552,25499,4,2,5,5
300,27053,15455,4,5,4,4
301,9014,6035,2,1,4,3
302,5135,36019,1,1,2,2
303,18394,4627,3,5,4,2
304,20411,1050,3,5,2,2
305,6850,1051,2,2,2,2
306,19357,18719,2,1,5,1
307,25653,34597,3,5,4,2
308,46937,22090,2,4,1,1
309,26426,16027,4,5,5,3
310,37261,33245,4,5,2,5
311,32382,26627,3,1,3,5
312,34546,9007,4,4,4,4
313,29811,27472,2,5,1,2
314,1539,25109,1,1,1,1
315,15129,18680,2,3,4,1
316,26361,8045,2,2,2,3
317,23879,26154,2,5,1,1
318,25308,14653,2,3,3,1
319,8945,11139,3,5,3,3
320,44491,22935,4,4,5,3
321,1602,31624,3,1,5,3
322,49654,6248,2,3,3,1
323,37492,785,2,5,1,2
324,29383,39904,2,1,2,5
325,22638,27514,4,4,4,5
326,23506,22360,4,4,5,3
327,36594,37954,1,1,2,2
328,7467,32665,3,2,4,3
329,44015,30420,3,4,3,3
330,41936,15377,1,1,1,3
331,24444,14401,2,5,1,2
332,20796,32238,3,3,3,5
333,7491,24141,4,5,3,5
334,6136,15893,3,5,3,3
335,11801,8101,3,2,2,5
336,14023,22717,1,1,3,1
337,29,18364,4,3,5,4
338,38739,22674,2,2,3,1
339,49663,2243,3,2,4,4
340,41666,10542,2,4,1,3
341,31444,35702,4,5,3,5
342,19670,22298,3,4,5,1
343,38541,37332,3,4,1,5
344,26241,10091,1,3,1,1
345,9054,25529,4,4,3,5
346,46625,10478,2,1,1,5
347,26680,5816,2,3,1,4
348,12999,27070,3,2,4,4
349,18856,31129,3,5,4,1
350,5353,13496,3,3,4,2
351,6378,2900,2,2,1,4
352,4765,37449,2,1,5,1
353,42008,21524,2,2,2,3
354,45866,39843,3,2,3,4
355,43159,32049,2,3,1,4
356,46199,20060,2,2,5,1
357,49923,22540,1,1,1,3
358,17099,9864,3,5,2,3
359,28996,13886,2,2,3,2
360,40282,18931,2,3,2,3
361,41124,18455,2,1,2,5
362,4347,35669,2,5,2,1
363,16747,6355,4,2,5,5
364,7818,16416,2,4,1,2
365,16962,22143,4,5,3,5
366,44166,26962,2,1,4,3
367,724,37394,2,2,1,5
368,165,6413,1,3,1,1
369,22415,38614,2,1,5,1
370,30876,19081,3,4,5,1
371,39733,31434,2,1,2,4
372,19176,15347,2,4,1,1
373,45457,37870,4,3,5,4
374,16625,3458,2,2,3,3
375,39258,29225,3,2,5,4
376,37253,23826,1,3,1,1
377,44120,34640,2,4,3,1
378,37162,8014,2,2,2,3
379,45260,28405,2,4,2,1
380,1249,34388,2,3,4,1
381,21527,20882,3,4,5,2
382,38236,18415,3,3,2,4
383,17553,25646,4,4,4,5
384,2660,12464,2,1,2,5
385,35582,10405,2,1,1,4
386,6875,5581,4,3,5,4
387,43048,11008,4,5,4,3
388,34572,12203,4,5,3,4
389,14002,23326,3,4,4,3
390,2680,38246,2,1,5,2
391,32357,7522,3,5,4,2
392,11456,22703,3,3,5,2
393,20199,11750,3,4,1,4
394,28889,25364,2,4,1,2
395,22367,38846,2,1,5,1
396,42461,5112,2,2,1,5
397,43397,8230,2,2,1,4
398,39292,18172,3,2,5,2
399,39138,26940,2,2,2,3
400,25182,20817,2,1,1,4
401,16515,27650,3,2,4,3
402,47422,31183,2,2,2,2
403,604,35327,2,3,2,2
404,15170,10843,1,1,1,1
405,31316,4808,1,2,2,1
406,11000,3948,4,5,5,2
407,3668,25759,3,4,5,2
408,46723,35519,3,1,3,5
409,2456,25796,1,2,1,2
410,46792,10488,1,2,1,2
411,39070,33619,2,3,1,3
412,43468,2612,3,3,3,5
413,6833,13350,4,4,5,3
414,19060,28136,4,4,5,4
415,32640,31445,2,1,3,3
416,47915,22636,2,1,2,3
417,42660,9495,2,1,2,3
418,8679,21317,2,1,3,2
419,15242,30133,2,2,1,5
420,15426,13960,3,4,5,1
421,35936,144,3,2,3,4
422,34107,16192,3,1,4,5
423,32312,36254,2,5,1,2
424,30990,21505,2,1,2,4
425,18032,39307,4,4,5,5
426,18014,40200,2,2,3,3
427,1996,6576,3,5,2,2
428,41005,34306,2,3,2,2
429,30790,22886,3,4,3,3
430,38637,15786,3,2,5,4
431,14234,8483,2,2,3,3
432,46600,32687,2,3,3,1
433,40288,7533,3,4,3,4
434,33265,9380,4,3,5,4
435,3026,2480,3,4,5,2
436,35508,19685,5,5,5,5
437,25000,34570,3,2,2,5
438,37477,6759,3,3,3,3
439,40581,12401,3,4,5,1
440,9083,20712,3,3,2,4
441,24910,9803,1,2,2,1
442,28292,10631,4,5,3,5
443,25718,10812,2,1,4,1
444,22571,5297,2,2,2,2
445,30414,4874,1,1,1,1
446,2053,5096,4,5,4,5
447,12351,32222,2,2,3,1
448,45880,29840,3,5,4,1
449,770,9602,3,4,1,5
450,2635,23176,3,4,2,3
451,18854,36734,1,1,2,1
452,45552,29194,3,2,3,5
453,43077,29777,2,2,2,4
454,33027,20970,4,2,5,5
455,39945,12315,3,4,2,5
456,35056,1053,2,4,1,1
457,23112,28065,2,4,1,3
458,20833,16867,2,3,2,3
459,15088,39872,1,2,1,1
460,7881,28702,2,1,2,4
461,42403,33084,1,2,1,2
462,26678,20461,3,3,1,5
463,11189,10985,1,1,1,2
464,24255,23598,3,3,3,4
465,47774,9568,2,1,3,3
466,28669,2382,4,5,4,5
467,29372,18275,4,4,5,5
468,34260,7414,2,5,1,2
469,39798,26915,2,1,3,3
470,4345,8683,3,2,3,4
471,19497,23933,4,5,5,2
472,22147,1006,3,3,4,2
473,10548,18437,3,3,4,4
474,48703,17984,3,4,3,3
475,9598,30617,2,3,3,2
476,49842,22538,1,2,2,1
477,48996,2822,2,1,5,1
478,47583,1249,3,3,2,4
479,23741,1285,1,1,1,2
480,40442,11818,2,3,1,4
481,26418,3971,3,4,2,5
482,3352,13236,2,2,2,2
483,34681,24004,4,4,3,5
484,6127,22782,3,4,4,1
485,3066,2046,3,2,4,3
486,37875,22258,2,2,3,2
487,4915,2801,5,5,5,5
488,8473,12053,2,2,3,1
489,17502,19082,2,3,3,2
490,18653,16060,3,4,4,2
491,2938,19668,3,3,5,3
492,3879,26770,2,3,1,3
493,39459,11307,4,5,2,5
494,36284,27726,4,5,4,3
495,31921,20259,2,4,1,1
496,46095,33110,2,4,1,3
497,6999,32400,5,5,5,5
498,2071,10619,1,2,2,1
499,7824,35044,3,2,4,4
500,38689,12042,2,3,2,3
501,11485,13121,4,5,3,5
502,31998,24864,4,4,3,5
503,18283,36474,2,3,1,3
504,2222,30957,2,1,4,3
505,38099,39298,2,2,1,4
506,29212,19039,2,3,1,4
507,47362,32772,3,4,4,1
508,32371,10420,3,5,4,1
509,1662,8338,3,1,4,5
510,43319,9036,2,4,2,2
511,19327,37901,4,4,4,5
512,5784,17239,4,5,4,3
513,35760,33303,3,2,2,5
514,16990,4343,3,2,4,5
515,40533,15762,2,2,2,3
516,13487,33845,2,2,3,2
517,24138,17941,2,2,2,3
518,8739,25317,3,3,2,5
519,39586,35750,3,2,4,3
520,28777,31041,2,1,4,2
521,39552,22827,3,3,4,3
522,5918,5692,1,2,1,2
523,10700,38841,1,1,3,1
524,17238,22433,4,4,4,4
525,3307,8921,3,2,5,4
526,27688,16502,1,2,1,2
527,26021,28254,2,1,4,3
528,5176,18012,3,3,5,2
529,38860,13268,2,4,1,2
530,49679,6911,4,3,4,5
531,48165,225,3,4,2,4
532,36783,235,3,2,5,2
533,3107,35338,2,2,3,1
534,47542,20250,1,1,2,2
535,11097,26647,4,5,4,5
536,31381,24988,3,5,2,3
537,48117,3792,3,5,1,4
538,17099,6418,2,2,2,4
539,32265,5583,3,5,3,1
540,9032,11690,3,4,3,2
541,30821,25931,3,2,4,4
542,41759,3363,3,1,4,4
543,41258,7459,3,3,3,5
544,35948,30641,3,3,2,5
545,10830,6674,3,4,4,2
546,48948,12148,2,3,2,2
547,30620,1569,2,2,3,1
548,7319,20433,2,1,3,4
549,40614,17571,1,2,2,1
550,3604,38320,3,2,3,4
551,5866,24987,3,1,5,4
552,38994,27681,1,1,2,2
553,39647,21121,1,1,3,1
554,38217,710,3,3,4,4
555,8381,6276,2,2,5,1
556,23714,29958,2,1,2,3
557,37870,16430,3,3,5,1
558,39302,6364,2,4,2,2
559,36534,2811,3,2,5,3
560,44487,18405,4,5,5,2
561,6280,27973,2,2,1,5
562,42706,34079,3,4,5,2
563,14255,3721,3,2,2,5
564,24166,27238,2,3,1,4
565,7739,37942,3,1,4,5
566,17492,17453,1,1,2,2
567,45923,22963,2,4,1,2
568,16873,31448,4,5,4,3
569,18493,33278,3,3,4,3
570,33833,27122,1,2,1,2
571,1548,898,2,4,1,3
572,9593,21205,3,5,1,5
573,29878,28219,4,5,5,3
574,39196,16619,3,4,4,2
575,16292,13399,3,4,5,2
576,31603,20544,3,3,3,5
577,14130,25720,3,3,4,3
578,7080,34344,3,4,4,1
579,14375,32038,2,4,3,1
580,11627,1164,2,1,4,2
581,15777,30375,3,4,5,1
582,27826,29448,3,5,3,3
583,12965,2477,3,3,4,4
584,21252,37963,4,5,3,5
585,30894,22402,2,5,1,1
586,1642,9788,3,5,3,3
587,43934,12290,2,1,2,4
588,38618,381,3,4,3,3
589,16302,20150,2,4,2,1
590,23261,34797,4,4,5,3
591,10622,6086,1,1,1,2
592,43320,28740,4,5,3,4
593,7053,23778,4,5,5,2
594,473,27500,3,5,2,4
595,25223,9423,3,4,2,3
596,30279,31008,2,1,5,1
597,8553,2995,3,3,3,3
598,21928,36147,3,2,4,4
599,9058,11683,1,1,1,1
600,15536,16665,2,2,5,1
601,2569,8160,2,1,4,3
602,34339,20698,3,3,3,5
603,14712,11384,3,5,3,3
604,44418,25556,3,3,4,2
605,34073,10928,2,3,1,3
606,25866,13851,3,5,2,3
607,39840,19749,4,4,5,5
608,37759,27210,2,3,3,1
609,22408,33818,3,4,3,2
610,11178,8767,2,1,2,3
611,23316,25506,2,2,3,1
612,32477,1849,4,4,5,5
613,4216,27111,2,3,3,2
614,38533,33226,2,2,1,5
615,18665,24490,4,5,2,5
616,49719,29099,3,1,3,5
617,13401,26685,3,1,3,5
618,39962,24149,4,5,5,4
619,48381,10381,2,4,3,1
620,36617,36552,1,1,1,2
621,24221,19572,2,3,3,2
622,26886,256,3,5,2,3
623,4835,9523,4,5,3,5
624,12623,4136,3,2,4,5
625,46688,13007,2,3,3,2
626,25859,36839,4,4,4,4
627,47147,22997,3,2,5,3
628,787,35333,2,4,2,2
629,35984,29339,2,4,2,2
630,47556,25430,3,4,1,5
631,37955,37477,3,3,3,5
632,28480,6391,3,5,5,1
633,24486,11226,1,1,1,2
634,30437,15120,3,2,3,4
635,25207,37945,2,3,4,1
636,276,38127,3,5,3,3
637,49974,38967,3,5,2,2
638,10418,11044,2,1,4,3
639,29008,13201,3,3,5,3
640,41305,21361,3,3,5,2
641,13321,10058,1,1,1,3
642,33638,8598,3,5,4,2
643,38638,5981,2,3,2,1
644,19790,33722,3,2,5,4
645,34113,13999,3,1,5,4
646,14309,17786,2,1,1,4
647,4091,32557,4,5,5,4
648,48951,26544,2,3,1,3
649,28941,8340,1,1,3,1
650,13574,2674,3,2,4,4
651,21409,35522,4,5,4,5
652,48398,4240,2,3,4,1
653,816,8414,3,1,5,5
654,39906,27009,3,4,1,4
655,2364,23477,4,5,4,3
656,7660,30205,4,5,4,3
657,21534,8372,3,4,5,2
658,25443,14727,4,4,4,4
659,44250,34253,3,1,3,5
660,31713,5349,3,1,4,5
661,2079,1363,2,2,2,2
662,24409,21133,4,5,2,5
663,24782,5924,3,1,5,4
664,21593,6793,2,1,1,4
665,6928,17770,3,2,5,2
666,26100,25559,3,5,2,3
667,9299,13882,2,5,1,1
668,24449,20805,4,5,3,4
669,41850,27907,3,3,2,4
670,36554,15442,2,2,3,3
671,37175,5447,3,1,4,4
672,42695,5640,1,1,3,1
673,30932,23413,4,3,5,4
674,4751,8056,3,2,4,4
675,7790,16647,1,2,1,2
676,34598,30778,3,4,3,4
677,1651,3910,2,1,2,5
678,1588,32703,3,2,2,5
679,30567,6332,3,5,1,4
680,39940,35449,1,3,1,1
681,5899,26172,1,2,1,2
682,27603,2242,2,1,3,4
683,8711,9867,1,1,2,1
684,48166,29444,2,2,5,1
685,38208,1562,4,5,4,3
686,2620,2324,3,4,5,2
687,11983,39309,2,4,3,1
688,40666,33681,3,3,2,5
689,33523,25661,4,5,3,4
690,32127,6348,2,1,3,4
691,17615,6836,1,1,1,2
692,45387,16649,2,2,1,5
693,3806,26215,2,1,5,1
694,16574,23133,4,4,5,4
695,30771,10493,2,4,1,3
696,37795,6373,3,3,3,5
697,8684,7564,2,3,1,3
698,15252,34352,3,4,5,1
699,36040,16970,2,2,4,2
700,29454,33027,2,5,2,1
701,14852,35044,1,2,1,1
702,18269,4403,1,2,1,1
703,28202,30119,2,3,1,4
704,18227,18888,3,5,1,4
705,33151,1755,2,4,2,1
706,4093,36809,2,2,1,4
707,9102,22269,4,5,4,3
708,4906,16339,2,2,3,3
709,8362,34268,4,5,3,4
710,38471,25408,3,4,3,4
711,28663,17978,3,1,4,4
712,35190,10139,2,4,2,1
713,8979,24078,3,4,2,5
714,36472,28970,4,3,4,5
715,24505,12200,4,4,3,5
716,36034,25451,3,3,5,1
717,11312,1826,1,1,1,2
718,36025,28003,4,2,5,5
719,12649,29570,3,1,5,3
720,32365,18364,2,2,2,2
721,44724,27084,4,4,3,5
722,46620,3607,3,5,5,1
723,11542,35307,4,4,4,4
724,20484,39639,3,3,5,2
725,9317,20593,2,1,2,3
726,14392,5402,3,4,2,4
727,36792,5649,2,3,4,1
728,24856,36363,2,2,5,1
729,36465,10127,4,5,4,3
730,23136,30211,1,3,1,1
731,35712,19552,3,5,3,2
732,1710,36873,3,4,3,2
733,21209,4333,2,1,4,2
734,29545,36082,2,5,2,1
735,47183,28457,2,2,2,3
736,11941,29169,3,1,5,5
737,31779,15109,2,3,4,1
738,4949,2015,3,3,5,2
739,26924,32784,1,2,1,1
740,27680,11742,4,5,2,5
741,8678,38265,3,4,3,3
742,10467,12984,3,4,5,2
743,40663,31567,2,5,2,1
744,7489,5296,4,2,5,5
745,18467,17837,3,5,5,1
746,32252,22493,2,1,2,5
747,17435,37165,3,4,2,4
748,35787,32661,2,4,3,1
749,38149,16143,3,3,1,5
750,2807,9178,2,2,2,4
751,17311,26239,3,1,4,4
752,46533,256,2,4,3,1
753,24237,17365,1,1,1,3
754,12673,36264,3,1,5,5
755,17278,1823,4,4,4,5
756,9278,30660,3,5,2,3
757,30236,21036,3,1,5,3
758,5910,24024,2,2,1,3
759,19144,39729,2,1,2,5
760,32660,24326,3,2,4,4
761,47119,29155,3,2,4,5
762,34287,34621,3,3,5,2
763,14220,26396,2,3,2,3
764,34111,15224,3,5,2,2
765,49936,9569,1,1,1,3
766,13029,18261,2,3,3,2
767,30923,37954,4,4,4,5
768,39289,23492,2,3,1,3
769,46980,24777,2,2,4,2
770,5672,26623,2,5,2,1
771,20382,101,3,4,1,4
772,1974,35230,3,1,5,4
773,37293,35183,4,5,4,5
774,30633,6753,4,5,2,5
775,17101,16825,2,2,2,3
776,25917,16407,3,4,1,4
777,32378,27519,4,4,5,5
778,19285,8211,3,5,4,2
779,15216,21014,2,1,2,5
780,37676,37712,2,4,1,2
781,4636,2277,2,1,1,4
782,3563,29189,3,3,5,3
783,46503,29610,2,2,2,4
784,8125,22261,2,1,3,4
785,28452,13036,1,1,3,1
786,14326,8167,3,5,2,4
787,42772,29314,3,2,4,3
788,16644,1784,4,4,5,5
789,41221,13546,4,5,4,5
790,3651,17671,3,5,2,2
791,10782,26038,3,2,3,4
792,45162,25665,3,4,4,2
793,30823,27390,3,2,2,5
794,42320,9403,3,5,1,4
795,11072,19295,2,2,4,2
796,44613,35097,3,5,2,4
797,45639,13900,2,2,3,3
798,22860,38003,3,2,5,3
799,46167,25528,4,4,5,5
800,15455,26092,2,3,3,1
801,43131,40179,4,5,4,4
802,6181,21607,3,4,4,2
803,10408,7276,3,4,4,2
804,26373,23907,2,2,4,1
805,44576,22071,2,4,1,1
806,6728,39060,2,1,3,2
807,7761,24021,3,4,1,5
808,47208,28102,2,2,2,2
809,24739,19156,4,3,4,5
810,34948,39445,3,2,3,5
811,28490,23215,3,2,5,3
812,41326,9431,2,4,3,1
813,22103,11351,3,5,4,2
814,3938,11336,3,5,3,2
815,38270,10497,3,3,2,4
816,26816,2275,3,5,3,3
817,29286,37533,2,4,1,3
818,15390,3509,2,5,2,1
819,27951,17482,3,2,2,5
820,37856,14577,3,2,4,3
821,18217,15937,3,4,1,5
822,30614,36567,2,5,1,2
823,10838,4439,1,1,2,1
824,43670,38442,3,3,2,4
825,3567,8702,3,2,3,5
826,4290,19308,3,5,2,4
827,7412,19278,2,4,1,2
828,39972,14440,3,4,1,5
829,44573,4256,2,3,3,2
830,15674,17109,2,3,3,1
831,16349,19967,3,3,2,4
832,22109,24962,2,1,5,2
833,46705,16983,3,5,3,2
834,31064,37852,3,5,3,2
835,15896,30883,3,2,5,4
836,14562,28035,2,1,2,3
837,23036,32133,3,3,3,3
838,43629,31200,2,2,5,1
839,29887,28644,2,3,2,2
840,33698,1223,2,2,3,1
841,45962,25872,3,4,3,3
842,6540,4736,2,3,2,3
843,2735,22064,4,5,5,4
844,28040,26795,4,5,5,4
845,21086,22433,4,4,4,5
846,13690,1221,2,2,2,2
847,16103,21117,1,2,1,1
848,42215,11316,4,5,5,4
849,38520,3437,4,3,5,4
850,15058,37345,3,2,4,3
851,45431,36343,1,1,1,1
852,34946,10035,4,4,4,5
853,33037,17552,1,1,2,2
854,16079,15859,3,2,4,5
855,33922,30282,2,4,3,1
856,47928,21003,4,5,5,4
857,37412,18115,2,4,3,1
858,27884,3114,2,2,2,4
859,32816,25339,4,3,5,5
860,13455,33765,3,4,2,4
861,15516,27315,3,5,3,1
862,38542,21491,3,2,5,3
863,3645,39625,4,5,3,5
864,21986,17327,3,4,5,2
865,13602,29970,2,1,1,4
866,11538,37166,3,5,3,1
867,31454,40130,2,4,2,2
868,29448,10425,2,5,2,1
869,17965,13494,3,4,2,5
870,38285,39018,2,2,4,2
871,30622,24648,3,4,2,5
872,11335,19572,3,1,3,5
